timestamp,pageview
2020050400,12724
2020050500,16379
2020050600,15003
2020050700,16230
2020050800,15189
2020050900,15677
2020051000,14019
2020051100,15956
2020051200,16519
2020051300,15341
2020051400,16119
2020051500,16460
2020051600,16316
2020051700,20394
2020051800,17622
2020051900,17530
2020052000,16407
2020052100,18282
2020052200,16596
2020052300,14347
2020052400,14741
2020052500,13371
2020052600,11691
2020052700,11194
2020052800,11566
2020052900,11430
2020053000,12114
2020053100,12727
2020060100,11070
2020060200,9525
2020060300,8307
2020060400,7825
2020060500,8064
2020060600,8212
2020060700,8577
2020060800,8238
2020060900,7897
2020061000,8081
2020061100,7810
2020061200,8349
2020061300,9461
2020061400,7591
2020061500,6845
2020061600,7178
2020061700,5838
2020061800,5632
2020061900,5358
2020062000,5172
2020062100,5153
2020062200,5855
2020062300,5030
2020062400,4837
2020062500,4688
2020062600,5155
2020062700,5137
2020062800,4527
2020062900,4429
2020063000,3647
2020070100,3597
2020070200,3786
2020070300,3401
2020070400,3337
2020070500,3545
2020070600,3831
2020070700,3856
2020070800,3331
2020070900,3806
2020071000,3694
2020071100,4265
2020071200,4661
2020071300,3536
2020071400,3487
2020071500,3595
2020071600,3643
2020071700,3817
2020071800,3847
2020071900,4329
2020072000,3601
2020072100,3266
2020072200,3083
2020072300,3598
2020072400,3288
2020072500,3344
2020072600,3502
2020072700,3340
2020072800,3201
2020072900,2817
2020073000,2540
2020073100,2305
2020080100,2164
2020080200,2327
2020080300,2096
2020080400,2361
2020080500,2122
2020080600,2275
2020080700,2170
2020080800,2300
2020080900,2133
2020081000,1943
2020081100,1778
2020081200,1736
2020081300,1802
2020081400,1523
2020081500,1411
2020081600,1643
2020081700,1732
2020081800,1729
2020081900,1497
2020082000,1434
2020082100,1378
2020082200,1431
2020082300,1443
2020082400,1379
2020082500,1425
2020082600,1691
2020082700,1787
2020082800,1646
2020082900,1621
2020083000,1549
2020083100,1400
2020090100,1359
2020090200,1189
2020090300,1208
2020090400,1133
2020090500,1116
2020090600,1206
2020090700,1262
2020090800,1213
2020090900,1198
2020091000,1154
2020091100,1149
2020091200,1313
2020091300,1227
2020091400,1078
2020091500,1445
2020091600,1183
2020091700,895
2020091800,949
2020091900,961
2020092000,1085
2020092100,1043
2020092200,1287
2020092300,953
2020092400,1009
2020092500,1078
2020092600,896
2020092700,858
2020092800,839
2020092900,900
2020093000,984
2020100100,1129
2020100200,924
2020100300,839
2020100400,780
2020100500,878
2020100600,790
2020100700,931
2020100800,811
2020100900,718
2020101000,778
2020101100,787
2020101200,776
2020101300,782
2020101400,658
2020101500,713
2020101600,653
2020101700,638
2020101800,712
2020101900,722
2020102000,774
2020102100,769
2020102200,767
2020102300,614
2020102400,588
2020102500,609
2020102600,689
2020102700,730
2020102800,717
2020102900,675
2020103000,695
2020103100,605
2020110100,679
2020110200,643
2020110300,588
2020110400,503
2020110500,536
2020110600,597
2020110700,472
2020110800,485
2020110900,494
2020111000,471
2020111100,403
2020111200,494
2020111300,388
2020111400,336
2020111500,497
2020111600,500
2020111700,581
2020111800,633
2020111900,689
2020112000,741
2020112100,727
2020112200,835
2020112300,1001
2020112400,715
2020112500,568
2020112600,504
2020112700,468
2020112800,433
2020112900,405
2020113000,416
2020120100,379
2020120200,397
2020120300,377
2020120400,351
2020120500,398
2020120600,344
2020120700,370
2020120800,353
2020120900,346
2020121000,378
2020121100,359
2020121200,335
2020121300,344
2020121400,269
2020121500,369
2020121600,357
2020121700,365
2020121800,380
2020121900,286
2020122000,275
2020122100,309
2020122200,376
2020122300,314
2020122400,300
2020122500,293
2020122600,267
2020122700,282
2020122800,323
2020122900,299
2020123000,321
2020123100,252
