timestamp,pageview
2020010100,41053
2020010200,14921
2020010300,12519
2020010400,11317
2020010500,11510
2020010600,11816
2020010700,11293
2020010800,10780
2020010900,12175
2020011000,11726
2020011100,12281
2020011200,12739
2020011300,13191
2020011400,13638
2020011500,12156
2020011600,11252
2020011700,11109
2020011800,11048
2020011900,12555
2020012000,12004
2020012100,12191
2020012200,11902
2020012300,10918
2020012400,10497
2020012500,10224
2020012600,11182
2020012700,10041
2020012800,10155
2020012900,9976
2020013000,11989
2020013100,10759
2020020100,10761
2020020200,12324
2020020300,12318
2020020400,10774
2020020500,10870
2020020600,10716
2020020700,9253
2020020800,9348
2020020900,9690
2020021000,8978
2020021100,9566
2020021200,10062
2020021300,9990
2020021400,9508
2020021500,9628
2020021600,10297
2020021700,11002
2020021800,12262
2020021900,13842
2020022000,12730
2020022100,13702
2020022200,11681
2020022300,12277
2020022400,11636
2020022500,12617
2020022600,18251
2020022700,12682
2020022800,11737
2020022900,11412
2020030100,12564
2020030200,13137
2020030300,20271
2020030400,21809
2020030500,14643
2020030600,11383
2020030700,10798
2020030800,13236
2020030900,13959
2020031000,15336
2020031100,15025
2020031200,19035
2020031300,14988
2020031400,10277
2020031500,9456
2020031600,9947
2020031700,44787
2020031800,22063
2020031900,10957
2020032000,8934
2020032100,7842
2020032200,7585
2020032300,7768
2020032400,8044
2020032500,6345
2020032600,5956
2020032700,5444
2020032800,5959
2020032900,6053
2020033000,6479
2020033100,5578
2020040100,5427
2020040200,5031
2020040300,4628
2020040400,4896
2020040500,4885
2020040600,4669
2020040700,4667
2020040800,4410
2020040900,4805
2020041000,4536
2020041100,4784
2020041200,5190
2020041300,4771
2020041400,4949
2020041500,4573
2020041600,4672
2020041700,4486
2020041800,4732
2020041900,4847
2020042000,4678
2020042100,4658
2020042200,4369
2020042300,5275
2020042400,4628
2020042500,4490
2020042600,4673
2020042700,4469
2020042800,4697
2020042900,4703
2020043000,4374
2020050100,4409
2020050200,4525
2020050300,4827
2020050400,4608
2020050500,4595
2020050600,4475
2020050700,4307
2020050800,4460
2020050900,4866
2020051000,4499
2020051100,5153
2020051200,4685
2020051300,4403
2020051400,4176
2020051500,4125
2020051600,5111
2020051700,5523
2020051800,5249
2020051900,4997
2020052000,4823
2020052100,4874
2020052200,4652
2020052300,5662
2020052400,5859
2020052500,5039
2020052600,5492
2020052700,4982
2020052800,5448
2020052900,5159
2020053000,5167
2020053100,5317
2020060100,5010
2020060200,4892
2020060300,5127
2020060400,6444
2020060500,5885
2020060600,7519
2020060700,8472
2020060800,7124
2020060900,7166
2020061000,7956
2020061100,8649
2020061200,12927
2020061300,10317
2020061400,10096
2020061500,7688
2020061600,7333
2020061700,12182
2020061800,8313
2020061900,7174
2020062000,6835
2020062100,7222
2020062200,6788
2020062300,5976
2020062400,5927
2020062500,5936
2020062600,5881
2020062700,7491
2020062800,7178
2020062900,5907
2020063000,5313
2020070100,5317
2020070200,5459
2020070300,5267
2020070400,5868
2020070500,6108
2020070600,5702
2020070700,5146
2020070800,4931
2020070900,4963
2020071000,5649
2020071100,5951
2020071200,6357
2020071300,5192
2020071400,4885
2020071500,5823
2020071600,5333
2020071700,4896
2020071800,4622
2020071900,5327
2020072000,4932
2020072100,4437
2020072200,4402
2020072300,4447
2020072400,4343
2020072500,4185
2020072600,5670
2020072700,7118
2020072800,4459
2020072900,3913
2020073000,3861
2020073100,3441
2020080100,4095
2020080200,4135
2020080300,5372
2020080400,4057
2020080500,3901
2020080600,3875
2020080700,4074
2020080800,4397
2020080900,4245
2020081000,4475
2020081100,4100
2020081200,4355
2020081300,4150
2020081400,4960
2020081500,5613
2020081600,5396
2020081700,5254
2020081800,5287
2020081900,5889
2020082000,5405
2020082100,5077
2020082200,4415
2020082300,8849
2020082400,7456
2020082500,6798
2020082600,5085
2020082700,4752
2020082800,4643
2020082900,4564
2020083000,4741
2020083100,5752
2020090100,6902
2020090200,6622
2020090300,13303
2020090400,11645
2020090500,13458
2020090600,12717
2020090700,11230
2020090800,11362
2020090900,7911
2020091000,4843
2020091100,4246
2020091200,3922
2020091300,3539
2020091400,3159
2020091500,2993
2020091600,3055
2020091700,2999
2020091800,2942
2020091900,2799
2020092000,3112
2020092100,2859
2020092200,2919
2020092300,2923
2020092400,3285
2020092500,2807
2020092600,2809
2020092700,2926
2020092800,3019
2020092900,3476
2020093000,2925
2020100100,3508
2020100200,3365
2020100300,3367
2020100400,4106
2020100500,4663
2020100600,5319
2020100700,8565
2020100800,42226
2020100900,32413
2020101000,12825
2020101100,19430
2020101200,11568
2020101300,9767
2020101400,13651
2020101500,9022
2020101600,5110
2020101700,4331
2020101800,3807
2020101900,3737
2020102000,3678
2020102100,3515
2020102200,3549
2020102300,3157
2020102400,3183
2020102500,3150
2020102600,3118
2020102700,3490
2020102800,3339
2020102900,3057
2020103000,2809
2020103100,2809
2020110100,2844
2020110200,4191
2020110300,4209
2020110400,3124
2020110500,3303
2020110600,3203
2020110700,3334
2020110800,4254
2020110900,5240
2020111000,6181
2020111100,9390
2020111200,119980
2020111300,112687
2020111400,37570
2020111500,29893
2020111600,18573
2020111700,16291
2020111800,21783
2020111900,15344
2020112000,8343
2020112100,7351
2020112200,7006
2020112300,6110
2020112400,5207
2020112500,5560
2020112600,5347
2020112700,5370
2020112800,5260
2020112900,4818
2020113000,4724
2020120100,4983
2020120200,5015
2020120300,5303
2020120400,4879
2020120500,4492
2020120600,5033
2020120700,9143
2020120800,7784
2020120900,5683
2020121000,5843
2020121100,4809
2020121200,4457
2020121300,4454
2020121400,4815
2020121500,4733
2020121600,4318
2020121700,4528
2020121800,4607
2020121900,4054
2020122000,4396
2020122100,3950
2020122200,3921
2020122300,4443
2020122400,3764
2020122500,3616
2020122600,4538
2020122700,4639
2020122800,4660
2020122900,4645
2020123000,4653
2020123100,5190
